id_turma;codigo_turma;id_docente_interno;id_componente_curricular;local;situacao_turma;prof_nome;tempo_servico;nome_materia;qtd_alunos;aprovados;perc_aprovacao
57596674;01;26012;2054914;A309 CIVT;CONSOLIDADA;MARCIA JACYNTHA NUNES RODRIGUES LUCENA;1997-11-11 00:00:00;ENGENHARIA DE REQUISITOS;19.0;16.0;0.8421052631578947
57596675;01;5751828;2054919;A309 CIVT;CONSOLIDADA;MARCEL VINICIUS MEDEIROS OLIVEIRA;2008-07-14 00:00:00;MÉTODOS FORMAIS DE ENGENHARIA DE SOFTWARE;11.0;8.0;0.7272727272727273
57596676;01;26012;2054922;A308 CIVT;CONSOLIDADA;MARCIA JACYNTHA NUNES RODRIGUES LUCENA;1997-11-11 00:00:00;PLANEJAMENTO E GERENCIAMENTO DE PROJETOS;28.0;23.0;0.8214285714285714
57596677;01;5755046;2054913;A303 CIVT;CONSOLIDADA;FERNANDO MARQUES FIGUEIRA FILHO;2012-07-31 00:00:00;PROCESSOS DE SOFTWARE;11.0;10.0;0.9090909090909091
57596678;01;5752241;2054921;A303 CIVT;CONSOLIDADA;EDUARDO HENRIQUE DA SILVA ARANHA;2009-01-27 00:00:00;GERÊNCIA DE CONFIGURAÇÃO E MUDANÇAS;14.0;14.0;1.0
57596679;01;5753044;2054906;A303 CIVT;CONSOLIDADA;LYRENE FERNANDES DA SILVA;2010-01-26 00:00:00;ANÁLISE E PROJETO ORIENTADO A OBJETOS;26.0;20.0;0.7692307692307693
57596681;01;5754320;2054954;A304 CIVT;CONSOLIDADA;LEONARDO CUNHA DE MIRANDA;2011-07-27 00:00:00;TÓPICOS ESPECIAIS EM ENGENHARIA DE SOFTWARE VIII;19.0;7.0;0.3684210526315789
57596682;01;5752241;25764;A308 CIVT;CONSOLIDADA;EDUARDO HENRIQUE DA SILVA ARANHA;2009-01-27 00:00:00;EMPREENDEDORISMO;34.0;26.0;0.7647058823529411
57596685;01;5751871;2054925;A307 CIVT;CONSOLIDADA;UIRA KULESZA;2008-07-25 00:00:00;LINHAS DE PRODUTO DE SOFTWARE;12.0;7.0;0.5833333333333334
57597051;01;5756816;55031;B203 - CIVT;CONSOLIDADA;ALYSON MATHEUS DE CARVALHO SOUZA;2014-07-11 00:00:00;RESOLUÇÃO DE PROBLEMAS MATEMÁTICOS PARA TI;95.0;31.0;0.3263157894736842
57597055;02;5756816;55031;B204 - CIVT;CONSOLIDADA;ALYSON MATHEUS DE CARVALHO SOUZA;2014-07-11 00:00:00;RESOLUÇÃO DE PROBLEMAS MATEMÁTICOS PARA TI;87.0;49.0;0.5632183908045977
57597058;04;5758787;55031;B203 - CIVT;CONSOLIDADA;AUGUSTO JORGE DE MACEDO;2017-02-01 00:00:00;RESOLUÇÃO DE PROBLEMAS MATEMÁTICOS PARA TI;102.0;48.0;0.47058823529411764
57597067;01;5758730;55019;B203 - CIVT;CONSOLIDADA;WILLIAM BRENNO DOS SANTOS OLIVEIRA;2016-09-27 00:00:00;PRÁTICAS DE LEITURA E ESCRITA EM PORTUGUÊS I;73.0;49.0;0.6712328767123288
57597068;02;5755939;55019;B203 - CIVT;CONSOLIDADA;LUCELIO DANTAS DE AQUINO;2013-08-01 00:00:00;PRÁTICAS DE LEITURA E ESCRITA EM PORTUGUÊS I;70.0;56.0;0.8
57597074;04;5755939;55019;B203 - CIVT;CONSOLIDADA;LUCELIO DANTAS DE AQUINO;2013-08-01 00:00:00;PRÁTICAS DE LEITURA E ESCRITA EM PORTUGUÊS I;74.0;47.0;0.6351351351351351
57597076;05;5758730;55019;B203 - CIVT;CONSOLIDADA;WILLIAM BRENNO DOS SANTOS OLIVEIRA;2016-09-27 00:00:00;PRÁTICAS DE LEITURA E ESCRITA EM PORTUGUÊS I;76.0;47.0;0.618421052631579
57597094;06;5758730;55019;B203 - CIVT;CONSOLIDADA;WILLIAM BRENNO DOS SANTOS OLIVEIRA;2016-09-27 00:00:00;PRÁTICAS DE LEITURA E ESCRITA EM PORTUGUÊS I;75.0;38.0;0.5066666666666667
57597109;01;5757075;55020;B204 - CIVT;CONSOLIDADA;LORENA AZEVEDO DE SOUSA;2014-09-22 00:00:00;PRÁTICAS DE LEITURA EM INGLÊS;74.0;26.0;0.35135135135135137
57597110;02;5757075;55020;B204 - CIVT;CONSOLIDADA;LORENA AZEVEDO DE SOUSA;2014-09-22 00:00:00;PRÁTICAS DE LEITURA EM INGLÊS;73.0;35.0;0.4794520547945205
57597111;03;5757075;55020;B204 - CIVT;CONSOLIDADA;LORENA AZEVEDO DE SOUSA;2014-09-22 00:00:00;PRÁTICAS DE LEITURA EM INGLÊS;79.0;32.0;0.4050632911392405
57597112;04;5757075;55020;B204 - CIVT;CONSOLIDADA;LORENA AZEVEDO DE SOUSA;2014-09-22 00:00:00;PRÁTICAS DE LEITURA EM INGLÊS;79.0;36.0;0.45569620253164556
57597113;05;5757075;55020;B204 - CIVT;CONSOLIDADA;LORENA AZEVEDO DE SOUSA;2014-09-22 00:00:00;PRÁTICAS DE LEITURA EM INGLÊS;74.0;25.0;0.33783783783783783
57597117;01;5757620;55082;B204 - CIVT;CONSOLIDADA;ISABEL DILLMANN NUNES;2015-07-30 00:00:00;TECNOLOGIA DA INFORMAÇÃO E SOCIEDADE;81.0;40.0;0.49382716049382713
57597126;04;5755281;55082;B203 - CIVT;CONSOLIDADA;ADJA FERREIRA DE ANDRADE;2012-11-01 00:00:00;TECNOLOGIA DA INFORMAÇÃO E SOCIEDADE;78.0;50.0;0.6410256410256411
57597128;05;5755281;55082;B203 - CIVT;CONSOLIDADA;ADJA FERREIRA DE ANDRADE;2012-11-01 00:00:00;TECNOLOGIA DA INFORMAÇÃO E SOCIEDADE;72.0;48.0;0.6666666666666666
57597581;01;5755872;52662;A306 - CIVT;CONSOLIDADA;SAMYR SILVA BEZERRA JACOME;2013-07-05 00:00:00;CÁLCULO DIFERENCIAL E INTEGRAL I;51.0;10.0;0.19607843137254902
57597582;02;5757540;52662;A306 - CIVT;CONSOLIDADA;ANTONIO IGOR SILVA DE OLIVEIRA;2015-05-26 00:00:00;CÁLCULO DIFERENCIAL E INTEGRAL I;56.0;19.0;0.3392857142857143
57597583;03;5757540;52662;A308 - CIVT;CONSOLIDADA;ANTONIO IGOR SILVA DE OLIVEIRA;2015-05-26 00:00:00;CÁLCULO DIFERENCIAL E INTEGRAL I;37.0;11.0;0.2972972972972973
57597584;01;5755939;55021;B203 - CIVT;CONSOLIDADA;LUCELIO DANTAS DE AQUINO;2013-08-01 00:00:00;PRÁTICAS DE LEITURA E ESCRITA EM PORTUGUÊS II;64.0;38.0;0.59375
57597592;01;5755388;55022;A306 - CIVT;CONSOLIDADA;CARLOS AUGUSTO PROLO;2013-01-14 00:00:00;FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I;75.0;6.0;0.08
57597595;01;5755872;52665;A306 - CIVT;CONSOLIDADA;SAMYR SILVA BEZERRA JACOME;2013-07-05 00:00:00;VETORES E GEOMETRIA ANALÍTICA;46.0;13.0;0.2826086956521739
57599617;01;23809;37468;CIVT/IMD A304;CONSOLIDADA;THAIS VASCONCELOS BATISTA;1996-12-02 00:00:00;nope;10.0;10.0;1.0
57599618;01;5754320;37496;CIVT/IMD A303;CONSOLIDADA;LEONARDO CUNHA DE MIRANDA;2011-07-27 00:00:00;nope;2.0;2.0;1.0
57599619;01;5753616;37528;CIVT/IMD  B202;CONSOLIDADA;GIBEON SOARES DE AQUINO JUNIOR;2010-08-02 00:00:00;nope;15.0;9.0;0.6
57599620;01;5751871;54166;CIVT/IMD A307;CONSOLIDADA;UIRA KULESZA;2008-07-25 00:00:00;nope;2.0;2.0;1.0
57599622;01;24798;2051557;CIVT/IMD A308;CONSOLIDADA;REGIVAN HUGO NUNES SANTIAGO;2002-02-19 00:00:00;nope;3.0;3.0;1.0
57600128;03;5758730;55021;CIVT - A306;CONSOLIDADA;WILLIAM BRENNO DOS SANTOS OLIVEIRA;2016-09-27 00:00:00;PRÁTICAS DE LEITURA E ESCRITA EM PORTUGUÊS II;28.0;16.0;0.5714285714285714
57600130;05;5756813;55022;CIVT - A306;CONSOLIDADA;RAFAELA HORACINA SILVA ROCHA SOARES;2014-07-11 00:00:00;FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I;99.0;22.0;0.2222222222222222
57600132;05;5758815;55024;CIVT - A303;CONSOLIDADA;LEONARDO CESAR TEONACIO BEZERRA;2017-02-17 00:00:00;LINGUAGEM DE PROGRAMAÇÃO I;44.0;14.0;0.3181818181818182
57600134;05;5755872;52665;CIVT - A306;CONSOLIDADA;SAMYR SILVA BEZERRA JACOME;2013-07-05 00:00:00;VETORES E GEOMETRIA ANALÍTICA;70.0;14.0;0.2
57603173;01;5755871;58477;B202 CIVT/IMD;CONSOLIDADA;IVANOVITCH MEDEIROS DANTAS DA SILVA;2013-07-05 00:00:00;TÓPICOS AVANÇADOS EM COMPUTAÇÃO MÓVEL II;23.0;16.0;0.6956521739130435
